source_id,course,title,original_path,format,document_role,year,output_md,locator_type,method,ocr_used,ocr_confidence,ocr_warning,status,reviewer,notes
digital-system-creative-design-372,digital_system_creative_design,g_east_frames_07650,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_07650.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-372.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-373,digital_system_creative_design,g_east_frames_07750,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_07750.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-373.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-374,digital_system_creative_design,g_east_frames_07800,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_07800.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-374.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-375,digital_system_creative_design,g_east_frames_07900,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_07900.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-375.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-376,digital_system_creative_design,g_east_frames_07950,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_07950.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-376.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-377,digital_system_creative_design,g_east_frames_08000,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08000.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-377.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-378,digital_system_creative_design,g_east_frames_08050,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08050.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-378.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-379,digital_system_creative_design,g_east_frames_08100,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08100.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-379.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-380,digital_system_creative_design,g_east_frames_08200,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08200.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-380.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-381,digital_system_creative_design,g_east_frames_08250,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08250.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-381.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-382,digital_system_creative_design,g_east_frames_08350,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08350.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-382.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-383,digital_system_creative_design,g_east_frames_08400,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08400.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-383.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-384,digital_system_creative_design,g_east_frames_08450,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08450.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-384.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-385,digital_system_creative_design,g_east_frames_08500,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08500.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-385.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-386,digital_system_creative_design,g_east_frames_08600,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08600.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-386.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-387,digital_system_creative_design,g_east_frames_08650,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08650.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-387.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-388,digital_system_creative_design,g_east_frames_08700,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08700.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-388.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-389,digital_system_creative_design,g_east_frames_08750,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08750.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-389.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-390,digital_system_creative_design,g_east_frames_08800,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08800.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-390.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-391,digital_system_creative_design,g_east_frames_08900,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_08900.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-391.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-392,digital_system_creative_design,g_east_frames_09000,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09000.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-392.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-393,digital_system_creative_design,g_east_frames_09050,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09050.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-393.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-394,digital_system_creative_design,g_east_frames_09100,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09100.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-394.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-395,digital_system_creative_design,g_east_frames_09150,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09150.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-395.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-396,digital_system_creative_design,g_east_frames_09200,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09200.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-396.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-397,digital_system_creative_design,g_east_frames_09250,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09250.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-397.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-398,digital_system_creative_design,g_east_frames_09300,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09300.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-398.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-399,digital_system_creative_design,g_east_frames_09350,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09350.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-399.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-400,digital_system_creative_design,g_east_frames_09450,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09450.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-400.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-401,digital_system_creative_design,g_east_frames_09500,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09500.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-401.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-402,digital_system_creative_design,g_east_frames_09550,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09550.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-402.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-403,digital_system_creative_design,g_east_frames_09600,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09600.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-403.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-404,digital_system_creative_design,g_east_frames_09650,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09650.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-404.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-405,digital_system_creative_design,g_east_frames_09700,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09700.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-405.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-406,digital_system_creative_design,g_east_frames_09750,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09750.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-406.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-407,digital_system_creative_design,g_east_frames_09950,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_09950.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-407.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-408,digital_system_creative_design,g_east_frames_10000,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10000.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-408.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-409,digital_system_creative_design,g_east_frames_10050,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10050.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-409.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-410,digital_system_creative_design,g_east_frames_10100,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10100.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-410.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-411,digital_system_creative_design,g_east_frames_10150,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10150.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-411.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-412,digital_system_creative_design,g_east_frames_10200,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10200.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-412.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-413,digital_system_creative_design,g_east_frames_10250,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10250.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-413.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-414,digital_system_creative_design,g_east_frames_10300,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/g_east_frames_10300.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-414.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-415,digital_system_creative_design,hilens_1_-000000034,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000034.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-415.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-416,digital_system_creative_design,hilens_1_-000000035,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000035.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-416.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-417,digital_system_creative_design,hilens_1_-000000036,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000036.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-417.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-418,digital_system_creative_design,hilens_1_-000000037,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000037.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-418.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-419,digital_system_creative_design,hilens_1_-000000038,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000038.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-419.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-420,digital_system_creative_design,hilens_1_-000000039,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000039.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-420.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-421,digital_system_creative_design,hilens_1_-000000040,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000040.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-421.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-422,digital_system_creative_design,hilens_1_-000000041,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000041.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-422.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-423,digital_system_creative_design,hilens_1_-000000042,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000042.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-423.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-424,digital_system_creative_design,hilens_1_-000000043,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000043.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-424.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-425,digital_system_creative_design,hilens_1_-000000044,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000044.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-425.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-426,digital_system_creative_design,hilens_1_-000000045,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000045.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-426.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-427,digital_system_creative_design,hilens_1_-000000046,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000046.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-427.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-428,digital_system_creative_design,hilens_1_-000000047,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000047.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-428.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-429,digital_system_creative_design,hilens_1_-000000048,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000048.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-429.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-430,digital_system_creative_design,hilens_1_-000000049,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000049.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-430.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-431,digital_system_creative_design,hilens_1_-000000050,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000050.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-431.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-432,digital_system_creative_design,hilens_1_-000000051,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000051.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-432.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-433,digital_system_creative_design,hilens_1_-000000052,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000052.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-433.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-434,digital_system_creative_design,hilens_1_-000000053,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000053.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-434.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-435,digital_system_creative_design,hilens_1_-000000054,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000054.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-435.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-436,digital_system_creative_design,hilens_1_-000000055,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000055.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-436.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-437,digital_system_creative_design,hilens_1_-000000056,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000056.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-437.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-438,digital_system_creative_design,hilens_1_-000000057,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000057.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-438.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-439,digital_system_creative_design,hilens_1_-000000058,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000058.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-439.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-440,digital_system_creative_design,hilens_1_-000000059,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000059.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-440.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-441,digital_system_creative_design,hilens_1_-000000060,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000060.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-441.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-442,digital_system_creative_design,hilens_1_-000000061,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000061.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-442.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-443,digital_system_creative_design,hilens_1_-000000062,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_1_-000000062.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-443.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-444,digital_system_creative_design,hilens_2_-000000004,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000004.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-444.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-445,digital_system_creative_design,hilens_2_-000000005,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000005.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-445.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-446,digital_system_creative_design,hilens_2_-000000006,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000006.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-446.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-447,digital_system_creative_design,hilens_2_-000000007,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000007.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-447.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-448,digital_system_creative_design,hilens_2_-000000008,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000008.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-448.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-449,digital_system_creative_design,hilens_2_-000000009,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000009.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-449.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-450,digital_system_creative_design,hilens_2_-000000010,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000010.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-450.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-451,digital_system_creative_design,hilens_2_-000000011,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000011.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-451.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-452,digital_system_creative_design,hilens_2_-000000012,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/hilens_2_-000000012.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-452.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
